"Row.names"	"mzmed"	"mzmin"	"mzmax"	"rtmed"	"rtmin"	"rtmax"	"npeaks"	"X1"	"ms_level"	"B1_NIST1950_1_6540.mzML"	"B1_NIST1950_2_6540.mzML"	"B1_NIST1950_3_6540.mzML"
"FT0552"	153.981173004881	153.981173004881	153.981173004881	84.00400000002	84.00400000002	84.00400000002	1	1	1	1481.54691268403	3057.35329943511	1504.91519853164
"FT0553"	154.015631542398	154.015631542398	154.015631542398	38.1218185424805	38.1218185424805	38.1218185424805	1	1	1	4905.08476318937	2758.8586720645	5146.27039890289
"FT0554"	154.915562140771	154.915331663583	154.915596146067	812.145	810.149963378906	813.143005371094	3	3	1	12016.0263139828	9387.09794590408	7940.88383796647
"FT0555"	154.96765944633	154.96765944633	154.96765944633	484.98	484.98	484.98	1	1	1	21709.9350664844	20105.8470125865	16986.3926572709
"FT0556"	155.071562633976	155.071460332326	155.071692567081	71.0381393432617	71.037	74.4743423461914	3	3	1	61587.4042025584	57466.6056085641	57797.1217739948
"FT0557"	155.071371580928	155.071290492152	155.071681826106	55.0780448913574	55.07800000002	59.889591217041	3	3	1	36607.699059048	32387.7110925293	32639.8709536213
"FT0558"	155.057024684642	155.054465122143	155.05958424714	287.484515014638	286.487030029297	288.48199999998	2	2	1	2983.82712593078	2661.43660537718	1381.55901121033
"FT0559"	154.998987486036	154.998987486036	154.998987486036	524.87899999998	524.87899999998	524.87899999998	1	1	1	2549.69774529282	4233.85271175699	1993.31968391468
"FT0560"	155.107267561073	155.107235620549	155.107346802313	56.0760536193848	56.07499999998	60.819580078125	3	3	1	38324.5837441568	29413.3534206546	30678.1299838282
"FT0561"	156.055025297208	156.054799952745	156.056074258658	287.474243164062	286.48699999998	287.485015869141	3	3	1	11277.4485475158	7561.29728190978	8023.23332061764
"FT0562"	156.074916258997	156.07467140689	156.075004581472	241.602	241.569320678711	242.582366943359	3	3	1	21374.1073072371	18353.934150112	19887.7977048533
"FT0563"	155.99856812723	155.996879922363	156.000256332098	40.7788505554199	39.1188354492188	42.4388656616211	2	2	1	3681.04746117799	1000.87439306198	1700.40469628338
"FT0564"	156.944951500629	156.894732854071	156.945371471814	39.1188354492188	37.12399999998	41.4207916259766	3	3	1	5679.83799819946	2511.9826266444	5010.35229166427
"FT0565"	156.946042022029	156.946035290365	156.946048753694	857.529507568359	857.031	858.028015136719	2	2	1	2251769.83932689	4983350.5993969	3602491.65995358
"FT0566"	156.946137337137	156.946137337137	156.946137337137	530.86300000002	530.86300000002	530.86300000002	1	1	1	2583066.11942573	9772737.24114083	11458693.7113183
"FT0567"	156.946108857378	156.946108857378	156.946108857378	559.788940429688	559.788940429688	559.788940429688	1	1	1	3391501.0564247	9897720.22073962	11458371.6183103
"FT0568"	156.946061770618	156.946061770618	156.946061770618	825.112915039062	825.112915039062	825.112915039062	1	1	1	518592.412661708	557530.951857448	724976.264162466
"FT0569"	156.946103802078	156.946103802078	156.946103802078	725.36669921875	725.36669921875	725.36669921875	1	1	1	3794836.1025656	4579905.22754781	4766861.08661979
"FT0570"	156.946084907498	156.946084907498	156.946084907498	690.455993652344	690.455993652344	690.455993652344	1	1	1	152941.503013113	173886.353196323	187312.215457469
"FT0571"	156.94618844696	156.94618844696	156.94618844696	519.890930175781	519.890930175781	519.890930175781	1	1	1	2595964.04843021	9018213.84172128	13190659.3290678
"FT0572"	156.946100897407	156.946100897407	156.946100897407	805.164001464844	805.164001464844	805.164001464844	1	1	1	373628.350620287	405067.528254094	502157.011000457
"FT0573"	157.024898805244	157.023995592294	157.02510824779	299.454	299.448852539062	300.451019287109	3	3	1	4317.60489615671	4105.40245170594	3013.00990451504
"FT0574"	157.05063926115	157.050551971717	157.050675052964	87.99400000002	86.9971466064453	90.5885543823242	3	3	1	38108.0221686682	38050.1111547065	42561.9866007795
"FT0575"	157.086997733017	157.086914194501	157.087006196138	63.05810546875	63.057	67.2513961791992	3	3	1	202534.009018092	161855.336841764	179583.614693083
"FT0576"	157.036484228479	157.035862285765	157.037106171193	313.420227416982	313.41799999998	313.422454833984	2	2	1	2597.10770436417	6049.21002430304	9279.73274516122
"FT0577"	157.014609245674	157.014609245674	157.014609245674	214.65673828125	214.65673828125	214.65673828125	1	1	1	8905.51961411665	6269.0201423705	9150.49111258142
"FT0578"	157.020766928932	157.020766928932	157.020766928932	40.115852355957	40.115852355957	40.115852355957	1	1	1	6263.64066418881	3749.78473714999	7050.51342076527
"FT0579"	157.123179071765	157.123149902435	157.123224503998	55.0780448913574	55.07800000002	59.889591217041	3	3	1	785651.503583227	648723.084650869	676226.76904026
"FT0580"	157.922173196849	157.922173196849	157.922173196849	570.760986328125	570.760986328125	570.760986328125	1	1	1	17835.9302152544	6826.3567128387	6794.07579104834
"FT0581"	157.922275561102	157.922275561102	157.922275561102	575.74900000002	575.74900000002	575.74900000002	1	1	1	13139.0311319983	6860.66693643949	5626.95016602211
"FT0582"	158.056637448867	158.056504437181	158.056770460553	182.249870849619	181.747741699219	182.75200000002	2	2	1	6251.62988109741	6362.97087598008	6019.30831515493
"FT0583"	158.060321644649	158.060063004203	158.060580285096	102.287532806396	100.620964050293	103.9541015625	2	2	1	5031.6405403059	4533.48018766473	7412.8476533221
"FT0584"	158.010774314343	158.010774314343	158.010774314343	44.4565734863281	44.4565734863281	44.4565734863281	1	1	1	21000.9150846418	1867.33892670439	5448.91791369556
"FT0585"	158.010084110237	158.010084110237	158.010084110237	40.115852355957	40.115852355957	40.115852355957	1	1	1	14895.9374546971	9703.86172411061	17279.3450307366
"FT0586"	158.020875696986	158.020875696986	158.020875696986	312.423950195312	312.423950195312	312.423950195312	1	1	1	1897.85724149644	2734.12151708733	3262.82052131654
"FT0587"	158.118532023675	158.118358372859	158.11863856362	250.558609008789	248.58400000002	250.561264038086	3	3	1	4997.81653026342	3826.3088152397	2514.19195416847
"FT0588"	158.090533537838	158.089708753457	158.126649299991	62.0600967407227	59.889591217041	63.057	3	3	1	72233.6059353879	13247.5610321045	12438.9766584778
"FT0589"	158.126610273698	158.126526687676	158.126693859721	54.0805158996482	54.07999999998	54.0810317993164	2	2	1	69160.3509796584	59121.7252267456	62837.297104587
"FT0590"	159.040846079392	159.040433116456	159.041422455964	303.441101074219	302.44600000002	303.444030761719	3	3	1	11216.5497026649	8806.85841350553	9098.27570490523
"FT0591"	159.004036524599	159.0040196046	159.004479116384	329.387237548828	328.38	330.375030517578	3	3	1	5016.16968863739	5088.64827131941	5691.6328730317
"FT0592"	159.10317848856	159.102993739226	159.103208487604	57.0730590820312	57.07300000002	61.7473335266113	3	3	1	135411.63742609	128106.522251628	128124.102091253
"FT0593"	158.992744832511	158.992711691952	158.992777973071	544.328452148427	543.82999999998	544.826904296875	2	2	1	6154.7900642142	6239.89457499452	4704.28779770485
"FT0594"	159.076816078138	159.076816078138	159.076816078138	362.294006347656	362.294006347656	362.294006347656	1	1	1	3484.61746135536	924.824686632492	685.059309642762
"FT0595"	159.137502497588	159.137502497588	159.137502497588	69.9729537963867	69.9729537963867	69.9729537963867	1	1	1	2787.64606185768	NA	380.983703300031
"FT0596"	159.893757743856	159.893757743856	159.893757743856	43.4500694274902	43.4500694274902	43.4500694274902	1	1	1	7005.71177655299	NA	352.154723270112
"FT0597"	160.097729736615	160.097672120888	160.097806763003	248.58400000002	248.561050415039	250.561264038086	3	3	1	4437.26926693492	2786.43567834011	4322.23670825959
"FT0598"	160.097915575422	160.097852455266	160.097978695578	323.393033203115	323.39299999998	323.39306640625	2	2	1	3266.95680747626	4399.490888443	2861.97178442161
"FT0599"	160.061647717497	160.061610961916	160.06179426011	217.66300000002	214.594909667969	220.640701293945	3	3	1	71272.3739179592	70040.1498824589	101236.007690389
"FT0600"	160.027528046794	160.027528046794	160.027528046794	39.1188354492188	39.1188354492188	39.1188354492188	1	1	1	1738.59336500542	551.732580715703	3239.40441331017
"FT0601"	160.106382767586	160.106155468809	160.107376610473	57.0730590820312	56.07499999998	61.7473335266113	3	3	1	9951.90309040685	8866.34781514367	12349.595056963
"FT0602"	160.842178860886	160.842122229308	160.84223825164	303.444	303.441101074219	305.439025878906	3	3	1	27529.6716123552	14490.6887779155	13525.9051424713
"FT0603"	160.94939480819	160.949237578084	160.949461492228	811.14799999998	810.149963378906	812.14599609375	3	3	1	140029.444947213	114049.663209612	102523.919110859
"FT0604"	160.948820139832	160.893015527779	160.949504130602	41.4207916259766	39.11899999998	42.4388656616211	3	2	1	5754.09249831998	4416.16267639297	691.937238791259
"FT0605"	160.956263141903	160.956225145639	160.956301138166	51.0880006256204	51.08800000002	51.0880012512207	2	2	1	NA	11659.9043515235	9484.65039413452
"FT0606"	160.957225669601	160.957225669601	160.957225669601	57.0773010253906	57.0773010253906	57.0773010253906	1	1	1	16221.401851591	1561.51379285475	NA
"FT0607"	160.931469045404	160.931469045404	160.931469045404	490.964874267578	490.964874267578	490.964874267578	1	1	1	NA	3401.23933444694	5812.65578681945
"FT0608"	160.931774945973	160.931774945973	160.931774945973	501.93700000002	501.93700000002	501.93700000002	1	1	1	NA	8786.59121501335	682.206129207901
"FT0609"	161.046007812802	161.045975968709	161.099890234673	362.294003173818	359.301025390625	363.30126953125	4	3	1	507025.065030787	460315.339172431	459812.956894333
"FT0610"	161.009539313396	161.009453477466	161.009573958761	295.457733154297	294.46699999998	295.464019775391	3	3	1	116614.716228484	115295.211759232	119601.816675084
"FT0611"	161.009462080468	161.009462080468	161.009462080468	518.89396875	518.89396875	518.89396875	1	1	1	5226.94013404848	8905.55437924519	4597.30112405652
"FT0612"	161.133329958451	161.133231296108	161.133409644418	53.0830268859863	53.08300000002	58.0185966491699	3	3	1	70108.8580150359	56380.7996221043	57957.5169181201
"FT0613"	161.913444848203	161.913254421936	161.91363527447	147.790710449219	147.74055480957	147.840866088867	2	2	1	15021.5832276988	6339.44271165621	8783.96605542779
"FT0614"	161.952769701132	161.952769701132	161.952769701132	809.152954101562	809.152954101562	809.152954101562	1	1	1	3368.59035305568	1222.61951049231	NA
"FT0615"	162.039602420139	161.987031361681	162.092559582361	64.0550535583396	63.057	69.0674133300781	6	3	1	12827.157210295	4822.35428665218	5974.52392172932
"FT0616"	162.049306399462	162.049219908346	162.04965553554	363.291	363.290985107422	363.30126953125	3	3	1	33131.7576096186	28698.2051824755	27122.258503844
"FT0617"	162.077244211976	162.077118873075	162.077529610018	246.58900000002	246.571258544922	247.561721801758	3	3	1	37327.3396350795	30739.2385391437	28807.3552552879
"FT0618"	162.049086930409	162.049086142772	162.049332340763	344.339019775391	344.33899999998	345.347869873047	3	3	1	22937.4075663577	20075.1793701704	18974.5739606619
"FT0619"	162.022393354291	162.022263857149	162.022415292307	93.979133605957	92.98099999998	95.1157913208008	3	3	1	42055.0438570301	37712.8162226351	37092.4507733622
"FT0620"	162.076973382166	162.076488934226	162.077457830107	300.947973144541	300.45100000002	301.444946289062	2	2	1	667.309570581317	2569.43097302981	2026.15873958588
"FT0621"	162.056663241223	162.056663241223	162.056663241223	83.4166259765625	83.4166259765625	83.4166259765625	1	1	1	6172.21953382065	3019.15232568662	3288.03921419798
"FT0622"	162.136375526402	162.136375526402	162.136375526402	53.0830268859863	53.0830268859863	53.0830268859863	1	1	1	NA	5040.89710534333	6555.61894958496
"FT0623"	162.839248529747	162.839122666438	162.839448768447	304.441040039062	304.439758300781	305.439	3	3	1	26689.6661799387	8667.74138652084	12156.9146379578
"FT0624"	162.960120018912	162.960072514145	162.960228820884	785.214	784.216979980469	786.212036132812	3	3	1	328299.308969965	281085.254338262	273548.102968074
"FT0625"	162.948741458672	162.948485668941	162.949114687339	812.145	810.149963378906	812.14599609375	3	3	1	8233.9109751404	7463.8796471276	7655.71644687108
"FT0626"	162.893195008911	162.893195008911	162.893195008911	44.4565734863281	44.4565734863281	44.4565734863281	1	1	1	13009.5950987359	637.560410548674	1353.85335523851
"FT0627"	163.061256171857	163.061226143567	163.061331444368	261.55099999998	261.533935546875	262.540344238281	3	3	1	497138.086369098	447992.019625301	488072.830922473
"FT0628"	163.059698820662	162.953248018387	163.075927158885	57.5720268097024	51.0880012512207	63.592945098877	6	3	1	27602.2598992857	14627.4834874817	23358.3831126159
"FT0629"	163.041243102448	163.040706830064	163.041779374833	318.908126831055	318.406066894531	319.410186767578	2	2	1	4417.24337246507	4165.00807691521	5193.91237190473
"FT0630"	163.05149050195	163.05149050195	163.05149050195	40.115852355957	40.115852355957	40.115852355957	1	1	1	19907.5228036678	11675.6739186893	16241.6564260155
"FT0631"	163.015869691949	163.015869691949	163.015869691949	71.0381393432617	71.0381393432617	71.0381393432617	1	1	1	345.08107650897	476.274455292849	2209.29970001221
"FT0632"	163.079579731306	163.079579731306	163.079579731306	246.563354492188	246.563354492188	246.563354492188	1	1	1	3360.91419864089	1761.98845302552	1038.26245920989
"FT0633"	163.110999288504	163.110452350221	163.111546226787	59.5665475463767	58.06999999998	61.0630950927734	2	2	1	5941.44479180799	5472.04206118369	5326.52168353347
"FT0634"	163.11141225185	163.11141225185	163.11141225185	65.4275588989258	65.4275588989258	65.4275588989258	1	1	1	6629.69091334265	2415.15452627753	5030.75637057269
"FT0635"	164.071773874556	164.071766753771	164.071795430571	241.584411621094	241.569320678711	241.602	3	3	1	684719.829258326	618095.006588992	656994.275323216
"FT0636"	164.065897312953	164.06581527045	164.066180178169	262.532043457031	261.55099999998	262.540344238281	3	3	1	36096.4889793691	33568.5749414935	34457.3365467075
"FT0637"	164.071633765728	164.07163036412	164.071766736236	70.0401306152344	70.03999999998	73.5771026611328	3	3	1	349428.247353115	297017.453167923	303695.140162541
"FT0638"	164.038748013164	164.038481681178	164.03901434515	327.387377075185	327.38299999998	327.391754150391	2	2	1	12296.066877612	10347.6986244085	10818.6689650201
"FT0639"	164.00262772595	164.00262772595	164.00262772595	118.915023803711	118.915023803711	118.915023803711	1	1	1	10771.7770281753	9561.98803365257	10022.6846968427
"FT0640"	164.059318959823	164.059318959823	164.059318959823	190.73200000002	190.73200000002	190.73200000002	1	1	1	1662.04775521624	3366.49142919429	896.974463502938
"FT0641"	164.836837662837	164.83671644876	164.836958876915	304.441512939453	303.444	305.439025878906	2	2	1	7287.59291633216	2765.17082289766	4081.33804845637
"FT0642"	164.899459027761	164.899459027761	164.899459027761	72.6777648925781	72.6777648925781	72.6777648925781	1	1	1	2258.6658327317	324.907753389927	NA
"FT0643"	165.041847598861	165.041574729427	165.041879918708	124.860404968262	123.903015136719	124.90000000002	3	3	1	99647.7678843926	106704.299810303	103853.723535062
"FT0644"	165.040304676356	165.040267395206	165.040401816648	323.39306640625	322.395	323.400604248047	3	3	1	83354.3264858451	95398.8847849849	79308.9665458067
"FT0645"	165.074980981582	165.074907075595	165.075096968653	240.60400000002	240.569869995117	241.584411621094	3	3	1	83297.7936595127	69878.6710145361	69444.7454494539
"FT0646"	165.019672768704	165.019671268986	165.019749250009	210.681	209.670684814453	211.598327636719	3	3	1	77717.7365902482	64682.0597207133	68516.4313937714
"FT0647"	165.091851509832	165.091763702488	165.091939317175	55.0780224456887	55.07800000002	55.0780448913574	2	2	1	159976.365113157	135058.152546509	148929.252446236
"FT0648"	165.066295964558	165.040687520215	165.0919044089	59.889591217041	59.889591217041	59.889591217041	2	1	1	184406.456224081	4033.76410168658	NA
"FT0649"	165.005730421992	165.005730421992	165.005730421992	307.434020996094	307.434020996094	307.434020996094	1	1	1	4753.95661336939	3332.68703443536	839.46182717802
"FT0650"	165.020507847639	165.020507847639	165.020507847639	40.115852355957	40.115852355957	40.115852355957	1	1	1	50559.068030538	10018.2001407038	41062.2662466412
"FT0651"	165.056036065296	165.055981975624	165.056103042163	74.02900000002	73.0321426391602	77.1612319946289	3	3	1	394458.708330381	354875.675347751	357338.182428087
"FT0652"	165.973399272377	165.973277473608	165.973589967672	785.214	785.213989257812	787.208984375	3	3	1	11351.180471454	9857.09725953756	7088.31410328507
"FT0653"	166.070679040177	166.054445037696	166.086952185261	73.3539543151855	70.03999999998	76.266716003418	6	3	1	95843.1868170455	672285.019487948	474230.123463742
"FT0654"	166.014129170321	166.014101832989	166.014253352179	306.436004638672	305.439	306.43603515625	3	3	1	24081.5220728473	27926.0013333972	27006.940684075
"FT0655"	166.094883470218	166.094850898234	166.095294686181	54.0810317993164	54.07999999998	58.9553565979004	3	3	1	19475.2269188267	16452.8100531006	14730.018366596
"FT0656"	166.957477650906	166.957447091162	166.95749113511	785.214	784.216979980469	786.212036132812	3	3	1	2369821.81702359	1959282.50459898	1892493.40146384
"FT0657"	166.936497901237	166.936249163854	166.93674663862	809.152984619141	809.152954101562	809.153015136719	2	2	1	19984.7804989745	14227.9378072534	18535.2405837725
"FT0658"	167.021314544024	167.021303105844	167.021354411903	306.436004638672	306.43600000002	306.43603515625	3	3	1	8925110.92928706	7314326.92105358	6973310.64979577
"FT0659"	167.04465364656	167.043882251116	167.04475006002	383.23999999998	383.239990234375	384.242950439453	3	3	1	20967.1020917871	15634.4045961761	18116.6117511583
"FT0660"	166.957567483117	166.957052242533	167.055663090036	44.4565734863281	40.116	45.4564971923828	3	2	1	6146.39676635742	5504.48642342756	1705.65776643564
"FT0661"	167.054525531048	167.038755649049	167.070295413047	61.9388427734375	60.819580078125	63.05810546875	2	2	1	23229.947085272	972.173987601235	10447.4628226539
"FT0662"	167.087807131528	167.087807131528	167.087807131528	74.4743423461914	74.4743423461914	74.4743423461914	1	1	1	6616.42396043209	4485.80899008131	2522.74984623433
"FT0663"	166.996794869001	166.996794869001	166.996794869001	412.165985107422	412.165985107422	412.165985107422	1	1	1	2674.74025325774	811.194480306935	572.260283221118
"FT0664"	167.10741845656	167.10741134878	167.107508793686	55.0780448913574	55.07800000002	59.889591217041	3	3	1	49925.4763658511	41519.6644235553	49045.854915749
"FT0665"	167.649066827232	167.649066827232	167.649066827232	307.434020996094	307.434020996094	307.434020996094	1	1	1	3596.31520042417	NA	890.770470684394
"FT0666"	167.836730434957	167.836710768312	167.836900803779	63.05810546875	62.05999999998	66.3406372070312	3	3	1	21582.4357514191	30423.0768667782	31528.4907796562
"FT0667"	167.836752027256	167.836644669306	167.836810076252	307.433990478516	306.43603515625	307.434	3	3	1	69378.9652455622	30219.0081535573	22400.8955764586
"FT0668"	167.961066132146	167.960883528122	167.961095829794	785.214	784.216979980469	786.212036132812	3	3	1	54707.3263013873	46342.7463106118	45596.872735983
"FT0669"	168.066404512168	168.030489078773	168.066688699042	91.4908218383789	88.9921417236328	95.1157913208008	5	3	1	122947.464284122	112339.042012129	18880.2542183833
"FT0670"	168.02395043657	168.023946940985	168.024054169297	306.436004638672	306.43600000002	306.43603515625	3	3	1	532898.174638428	435332.981623599	433016.428748033
"FT0671"	168.02846998093	168.027391839023	168.028527581125	376.25800000002	375.260986328125	377.262512207031	3	3	1	8153.36082383317	7893.16398422239	7162.33350925222
"FT0672"	168.078821299624	168.078821299624	168.078821299624	316.41100000002	316.41100000002	316.41100000002	1	1	1	848.542112731936	2588.04510452271	1607.89550679525
"FT0673"	168.110462565428	168.110462565428	168.110462565428	55.0780448913574	55.0780448913574	55.0780448913574	1	1	1	1924.65273306885	3820.02288376307	5105.8523811007
"FT0674"	168.972707902801	168.972678526772	168.972717705921	785.214	784.216979980469	786.212036132812	3	3	1	190594.587005778	162684.623925795	142313.20983017
"FT0675"	168.951254123183	168.951254123183	168.951254123183	808.156005859375	808.156005859375	808.156005859375	1	1	1	894.886883950559	1642.74325124044	3660.89568911131
"FT0676"	169.076588134685	169.0650844336	169.088212495465	57.0730295410256	53.08300000002	61.7473335266113	6	3	1	37208.9102197913	21565.607419603	22087.0856569382
"FT0677"	169.025637167235	169.025523314866	169.025849415246	306.436004638672	306.43600000002	306.43603515625	3	3	1	69405.3035360206	57555.1660764555	53450.2954990284
"FT0678"	169.061683742068	169.061679362544	169.06204871119	165.678192138672	164.794235229492	165.795	3	3	1	30023.8697827941	32960.4282503638	34861.1383099583
"FT0679"	169.069452867905	169.069414216097	169.069491519713	89.7903480529785	88.9921417236328	90.5885543823242	2	2	1	10660.6457490486	8932.96208515402	9683.84479408265
"FT0680"	169.013572877352	169.013572877352	169.013572877352	326.385070800781	326.385070800781	326.385070800781	1	1	1	2693.26768544325	617.580772690009	477.876803507097
"FT0681"	168.998592962746	168.998592962746	168.998592962746	126.847045898438	126.847045898438	126.847045898438	1	1	1	3192.42194664001	1060.46442520133	2192.82972700157
"FT0682"	169.123025495928	169.122968410415	169.123097655885	54.0810317993164	54.07999999998	58.9553565979004	3	3	1	112483.1420404	100084.499762675	103763.075482484
"FT0683"	169.834097989728	169.834041706177	169.834203004694	307.434020996094	307.434	308.4326171875	3	3	1	94012.9660887184	43833.9850145691	30818.1288191587
"FT0684"	169.833947841857	169.833845807131	169.834158384812	63.05810546875	62.05999999998	64.5110931396484	3	3	1	34280.6239524043	43066.2309556716	45828.1353359653
"FT0685"	169.976665915835	169.976152896833	169.977178934837	784.216497070312	783.218994140625	785.214	2	2	1	3703.35279912845	3934.20498711285	3747.86754107939
"FT0686"	170.07378333403	170.073770159777	170.073786916959	57.0730590820312	57.07300000002	61.7473335266113	3	3	1	174337.859778505	144358.173619559	149628.613718554
"FT0687"	170.051953104042	170.051690566671	170.052215641414	327.885877075195	327.391754150391	328.38	2	2	1	2294.76696950242	4376.5444621117	4500.8997007494
"FT0688"	170.0643795656	170.0643795656	170.0643795656	166.788879394531	166.788879394531	166.788879394531	1	1	1	879.074752158062	803.48108158667	2105.5309986944
"FT0689"	170.027995556312	170.027995556312	170.027995556312	305.437347412109	305.437347412109	305.437347412109	1	1	1	2256.82360335874	922.991615539003	3431.22279978859
"FT0690"	170.118713485635	170.118713485635	170.118713485635	69.9729537963867	69.9729537963867	69.9729537963867	1	1	1	2633.82434703812	324.093331151137	NA
"FT0691"	170.126535018444	170.126286532789	170.126698496833	55.0780448913574	54.07999999998	59.889591217041	3	3	1	14311.4461241909	12140.9177033216	13799.6287074055
"FT0692"	171.047553393348	171.028631807657	171.066225489226	77.142858001719	72.0351409912109	81.6298294067383	6	3	1	41995.2907616301	39370.077769736	45201.7300165479
"FT0693"	171.102180847511	171.075640759518	171.102204488072	58.06999999998	57.07300000002	58.0710716247559	3	2	1	106323.442734981	139013.664586347	144376.227915088
"FT0694"	171.056792500393	171.011470138388	171.102114862398	63.3630579376121	62.6711158752441	64.05499999998	2	2	1	144986.888400898	34094.3212703152	NA
"FT0695"	171.039554497803	171.038421295241	171.040687700366	298.456507446289	297.459014892578	299.454	2	2	1	1815.60339224653	4386.34999096469	2866.2128955533
"FT0696"	171.112000295313	171.111334955874	171.113149996395	75.0271453857422	75.027	78.0559997558594	3	3	1	11037.0464316038	8747.62377893829	10970.0515800153
"FT0697"	171.138548759292	171.138511488491	171.138573617992	54.0810317993164	54.07999999998	58.9553565979004	3	3	1	194016.243165932	169122.793145958	174246.264986373
"FT0698"	171.83118617116	171.831033896208	171.831397562258	307.434	307.433990478516	308.431030273438	3	3	1	50455.1040378273	22454.6771340238	17781.1529049709
"FT0699"	171.831362884586	171.831141399115	171.831762258937	63.05810546875	62.05999999998	65.4275588989258	3	3	1	14968.3992588049	18826.7469479303	21632.9356314111
"FT0700"	171.960713121746	171.959741384049	171.96093127203	786.21100000002	784.216979980469	786.212036132812	3	3	1	11039.4416015624	12744.7250507354	6466.55690203364
"FT0701"	171.911069826767	171.910598541218	171.911202715192	482.98600000002	480.989868164062	485.97802734375	3	3	1	21440.3974124671	4411.25474006651	2819.32726638793
"FT0702"	172.07012024221	172.069977997931	172.070262486489	319.403007568349	319.40299999998	319.403015136719	2	2	1	5190.84271185301	4816.61283821574	1686.42738018385
"FT0703"	172.015638451106	172.015594071716	172.016731163361	65.0531158447266	63.057	68.1608734130859	3	3	1	4128.17291994947	5304.44504702634	3575.72747233514
"FT0704"	172.067925804875	172.067925804875	172.067925804875	77.022	77.022	77.022	1	1	1	4286.47525131941	5842.20670478759	2964.90124861787
"FT0705"	172.024199730469	172.024199730469	172.024199730469	403.190979003906	403.190979003906	403.190979003906	1	1	1	21387.0453994635	17783.4027341739	21181.3582278712
"FT0706"	172.105633850395	172.105405813604	172.142427639806	58.9553565979004	58.0710716247559	59.06800000002	3	3	1	20229.1682207898	14131.5839002991	15929.6085177612
"FT0707"	172.141898237803	172.141644904374	172.142151571231	53.5815134429832	53.0830268859863	54.07999999998	2	2	1	11044.4578652802	14919.572645623	17870.3936865234
"FT0708"	172.916710034012	172.916431170464	172.917233343291	812.14599609375	812.144958496094	813.14299999998	3	3	1	11542.931900127	6265.56188994316	6832.30874772559
"FT0709"	172.965251782403	172.965222213351	172.965789727936	789.203979492188	788.205993652344	790.20100000002	3	3	1	11870.0184131179	7964.72085718609	9186.97726041633
"FT0710"	173.08185196639	173.081590671249	173.082077324819	306.436004638672	306.43600000002	306.43603515625	3	3	1	13552.6284524724	13132.8906171627	10718.8574199633
"FT0711"	173.056341625975	173.055694223977	173.056428414929	299.454	299.448852539062	300.451019287109	3	3	1	9214.58890819414	7258.99036757753	5238.4896215869
"FT0712"	173.10448253281	173.104437095008	173.104606838624	680.481384277344	680.48095703125	681.47899999998	3	3	1	16481.2862816939	11545.7092858712	10655.1385926819
"FT0713"	173.09604964871	173.09602648756	173.096054114154	241.602	241.569320678711	242.582366943359	3	3	1	49875.4970597913	48607.8390853714	48823.3076476442
"FT0714"	173.009310303649	173.009291038872	173.009374014967	252.556060791016	250.57900000002	252.556304931641	3	3	1	36900.839756015	33645.7226094728	34606.0025504774
"FT0715"	173.009265381304	173.009118563207	173.009342742472	481.987884521484	479.993041992188	481.98799999998	3	3	1	292719.186274765	254025.219181951	249907.353997002
"FT0716"	172.991593150918	172.99156696851	172.991619333326	59.0680385437112	59.06800000002	59.0680770874023	2	2	1	2842230.08266901	3642493.07398543	3761937.89058067
"FT0717"	173.092780661842	173.092474251531	173.093087072153	339.856358886729	339.35200000002	340.360717773438	2	2	1	6487.157912459	7761.60708920709	7330.91228530846
"FT0718"	172.991573108035	172.991573108035	172.991573108035	64.5110931396484	64.5110931396484	64.5110931396484	1	1	1	4292505.42181549	2753699.44118881	2753850.19724475
"FT0719"	173.009210022816	173.009210022816	173.009210022816	525.876	525.876	525.876	1	1	1	35228.0614836847	40885.4731362027	37188.9099870341
"FT0720"	173.118107211986	173.117818816947	173.11827736924	53.0830268859863	53.08300000002	58.0185966491699	3	3	1	27023.4308723055	25761.2533677734	22224.8576843262
"FT0721"	173.827818419936	173.827649539524	173.827987300349	63.556552734365	63.05810546875	64.05499999998	2	2	1	642.558056164218	3264.95444041877	5266.10003311157
"FT0722"	173.828797530314	173.828653821897	173.82894123873	308.431510498047	307.434020996094	309.429	2	2	1	13081.4885443237	3747.665718956	3937.97283568074
"FT0723"	174.056125830064	174.055960542716	174.056283793286	122.905014038086	122.90500000002	123.866249084473	3	3	1	99944.0406132955	75190.3096571967	82671.6967599705
"FT0724"	174.099020814049	174.099006334074	174.099109232721	241.602	241.569320678711	242.582366943359	3	3	1	650282.887237589	572117.663104185	615666.788820995
"FT0725"	174.040954114853	174.040684827934	174.041299446043	387.230010986328	387.22999999998	388.232055664062	3	3	1	32602.6715399213	26150.9215243867	19197.716925132
"FT0726"	174.088515241812	174.08847556292	174.088643623254	412.16599999998	411.169006347656	413.16357421875	3	3	1	29851.6746992367	24604.3519813366	26002.1779148424
"FT0727"	174.012741671485	174.012339442384	174.012896874735	481.98799999998	479.993041992188	482.984893798828	3	3	1	19853.2019985324	18097.352802896	18289.3044454426
"FT0728"	173.993960554341	173.993887038206	173.99404791499	59.0680770874023	59.06800000002	63.592945098877	3	3	1	300378.018209057	275304.564890994	282893.050873949
"FT0729"	174.01347168256	174.01347168256	174.01347168256	249.58099999998	249.58099999998	249.58099999998	1	1	1	994.247919169248	2811.48746411166	1059.23448910605
