,mz,rt,rt_start,rt_end,B1_NIST1950_1_6540.mzML,B1_NIST1950_2_6540.mzML,B1_NIST1950_3_6540.mzML,classification
FT0716,172.991593150918,0.9844673090618533,0.984466666667,0.9844679514567051,2842230.08266901,3642493.07398543,3761937.89058067,1.0
FT3699,625.470049031884,0.784966666667,0.784966666667,0.784966666667,3199.38124985657,6658.17492642459,3105.07592153687,1.0
FT1273,230.148133607406,1.6328,1.5995686848958333,1.6616160074869801,4986.31238513047,5381.09794132367,7000.35941823452,1.0
FT3129,481.318308478498,0.8930252240497201,0.818216666667,0.9669766108194984,80617.4498497009,21583.0462618244,21841.072973945,0.0
FT3791,683.541237545114,0.9512176513671867,0.9512176513671867,0.9512176513671867,0.0,731.256997421756,2571.83868232727,1.0
FT2107,310.879359056198,13.170016666667001,13.170016666667001,13.170016666667001,2092.11311463101,3275.07048188476,1812.79256747431,0.0
FT1825,283.26434484445,3.5273236612955667,3.51135,3.54329732259115,303856.264897866,205042.215905156,144507.342635718,0.0
FT1116,215.836453908623,1.042642472839355,1.0343349456787116,1.05095,0.0,1525.08757644653,1600.55083499908,0.0
FT3449,550.455572701674,0.7849826176961266,0.784966666667,0.8719130833943683,22174.6867749162,16638.7118213138,19754.1450753377,1.0
FT0468,144.030622867758,4.974283333333,4.957650248209633,4.990814208984366,19135.857777167,19144.1037496569,19841.8956861847,1.0
FT0154,95.0140223220365,6.054935579427084,6.05485,6.055021158854166,35442.9760465829,35151.7044476319,45644.8694136227,1.0
FT3609,594.33539677424,0.9512171590170933,0.951216666667,0.9512176513671867,1104.2950577442,4371.66259277344,3064.25260299682,1.0
FT1458,248.973488015906,10.643134562174483,10.643134562174483,10.643134562174483,14409283.8108806,14393965.3199523,16198453.831025,0.0
FT4164,1135.33861914352,7.700650307210283,7.667400614420567,7.7339,3685.49819452387,2921.74856744482,990.047909168325,1.0
FT1976,293.193261751853,0.9434210141499834,0.93555367787679,0.9512883504231766,61559.4497955322,0.0,0.0,0.0
FT2321,340.236364141619,0.9345921134947067,0.919754219055175,1.01365966796875,79630.5890564977,363124.403109677,382545.811889821,1.0
FT1823,283.113888886202,6.137966666666999,6.12135009765625,6.154736328125,5589.76024440767,4989.98714424134,4168.06653533935,0.0
FT1891,284.267903822201,3.3934458414713498,3.3934458414713498,3.3934458414713498,55846.3129649445,35506.3038124769,25224.2666454913,0.0
FT0770,178.873660485469,1.067583333333,1.0509684244791666,1.1208566029866533,2591.1239790898,4821.31670695681,3104.33197134379,1.0
FT3205,498.930156137864,0.7932913088480633,0.7849826176961266,0.8016,80282.3753885931,76444.1546414893,76417.264441452,1.0
FT3659,612.490419946656,0.784966666667,0.784966666667,0.784966666667,0.0,6019.63237930298,2414.93712561035,1.0
FT3240,505.307349693761,1.157674662272135,1.134085591634115,1.1812637329101567,3754.63748276802,1454.60843636916,1702.83633522034,0.0
FT1409,245.185813838444,0.7683489481608067,0.7683489481608067,0.7683489481608067,0.0,4022.16712823743,5120.67774158478,1.0
FT0446,140.919503898853,4.974283854166667,4.974283333333,4.990814208984366,42755.0016508485,38896.8485755921,34674.4021563721,1.0
FT2637,386.334915835904,0.903872044881185,0.903872044881185,0.903872044881185,7398.38245318115,2324.68676973972,807.458598800877,0.0
FT3637,605.328553666984,1.2005856831868482,1.18395,1.24123903910319,32477.1725800375,26909.6792933631,27686.5681765277,1.0
FT3940,804.789559516377,4.22590408325195,4.192933333333,4.225905863444017,3173.67999084644,2399.18925704734,2049.52662101401,1.0
FT3126,481.19320229854,3.261983333333,3.2618103027343666,3.27693049112955,4226.92782591643,4500.91258678435,4578.40107927243,1.0
FT3140,483.353694355671,1.2338357289632167,1.2338357289632167,1.2338357289632167,1600.17752492102,3178.20209976939,3502.41008304203,0.0
FT0236,111.020134580795,3.24535,3.243642171223967,3.2602940877278663,237610.989036547,2451.03312753221,206671.178278495,1.0
FT4187,1613.97730744247,14.982066666667,14.982066666667,14.982066666667,28559.3244885517,49999.4154886246,23885.9455182241,0.0
FT1526,254.624195216857,0.83485,0.8348498662312834,0.919754219055175,98824.0356787623,89212.9675724703,94575.8359700559,1.0
FT3343,526.884299412209,11.607342529296867,11.607342529296867,11.607342529296867,63515.5034661101,104342.305877542,397566.551095708,0.0
FT0629,163.041243102448,5.315135447184249,5.306767781575517,5.323503112792967,4417.24337246507,4165.00807691521,5193.91237190473,0.0
FT3855,724.827484580165,8.265864562988282,8.265864562988282,8.265864562988282,0.0,20497.436073102,31988.2486154064,0.0
FT3132,481.886067390178,4.143066666667,4.142684173583984,4.159404246012366,18102.2718740845,16714.2635579603,15771.130299391,1.0
FT3174,491.321425059456,0.934583333333,0.8879364013671867,0.9512176513671867,127616.171993866,4532.36002514629,4454.43888301772,0.0
FT1909,285.270935323681,0.851466687520345,0.851466666667,0.93555367787679,2670964.70115493,2268495.35595663,2366167.3803906,1.0
FT0158,96.9624276818001,1.333566666667,1.3169525146484367,1.3753779093424483,45531.7430672948,42983.3085175247,45358.5313434615,1.0
FT3665,613.506076495152,0.7932913088480633,0.7849826176961266,0.8016,829.220916164667,8219.17704803467,8459.95427475219,1.0
FT1784,279.170761086738,4.625166666667,4.625164794921867,4.641570027669267,9202.78837392994,9647.11023626923,8630.5101228692,1.0
FT0245,112.937621381058,12.031265767415366,12.006332397460934,12.056199137369799,321039.444713408,81417.7865536426,66458.0307127913,0.0
FT2041,301.050370274945,0.69034652709961,0.69034652709961,0.69034652709961,3116.33745758057,0.0,273.959906328272,0.0
FT1141,218.058893711175,1.46487711029036,1.449933333333,1.4798208872477217,4172.26842086509,5505.13811498406,4932.0416067755,0.0
FT4119,1027.15963298492,0.9013505299886067,0.9013333333329999,0.9825892766316733,9322.56829651806,9410.73974761963,7722.42619727839,1.0
FT1723,272.926057895975,11.923199462890633,11.923199462890633,11.923199462890633,96410.0481288123,84262.3007292509,60521.3581356208,0.0
FT0181,101.024497124444,5.373250162760416,5.37325,5.373250325520833,71569.8965203261,54310.3586207822,52582.7043737442,1.0
FT3131,481.422259974206,0.818232917785645,0.818216666667,0.903872044881185,24295.8313671112,19410.4611806496,19585.0408209253,1.0
FT2847,428.836827999928,0.6353500000000001,0.6353500000000001,0.6353500000000001,91301.1566985473,14733.6540542586,2898.2494451696,1.0
FT1460,248.973512602837,11.241615804036465,11.241615804036465,11.241615804036465,27542290.9628894,24678390.5898813,23979227.3780632,0.0
FT2949,447.274931607404,1.2837024688720702,1.2837,1.3456026713053384,16010.9971556286,13941.4248824803,13948.999704127,1.0
FT1984,294.541447321532,0.69034652709961,0.69034652709961,0.69034652709961,3774.60348529816,0.0,1036.623089657,0.0
FT3555,580.325044543803,1.2172023773193366,1.2171999999999998,1.2711119333903,295037.571681026,239673.353707265,247421.392625566,1.0
FT2455,357.936972784016,2.4955418904622335,2.4955418904622335,2.4955418904622335,6549.08622791738,2246.4928399558,3761.7525664351,0.0
FT3426,547.076385759622,0.7409428914388017,0.7409428914388017,0.7409428914388017,1994.99751255248,519.067693556288,0.0,0.0
FT1142,218.045962543962,4.1262504201254995,4.109816666667,4.142684173583984,9310.32762527412,7584.5161906652,7274.98969977565,1.0
FT1751,275.202385815596,0.851466687520345,0.851466666667,0.93555367787679,46051.9352185328,39445.5670858374,38300.6038507889,1.0
FT0579,157.123179071765,0.9179674148559567,0.917966666667,0.99815985361735,785651.503583227,648723.084650869,676226.76904026,1.0
FT3479,559.471137859027,0.801599719492595,0.8015994389851884,0.8016,76595.7811079769,70348.2828297016,68431.3073960829,1.0
FT2052,302.170938356853,1.0751848856608066,1.0751848856608066,1.0751848856608066,3153.0971520393,0.0,0.0,0.0
FT1369,241.198747840348,0.851466687520345,0.851466666667,0.93555367787679,65281.7943026333,56201.0291100311,57092.3949023196,0.0
FT1919,286.92151997278,13.095208333333499,13.070282999674482,13.120149739583333,26272.0178291874,31116.180395358,58093.8739178467,0.0
FT0713,173.09604964871,4.0267,4.026155344645184,4.043039449055984,49875.4970597913,48607.8390853714,48823.3076476442,1.0
FT0771,179.056144795725,5.157150268554684,5.15715,5.157170613606767,288533.657194111,261028.239481979,266294.822161241,1.0
FT0220,107.066336252082,6.287583333333,6.270966593424483,6.3043217976888,14039.8167015268,11497.7239641956,13635.0531719776,1.0
FT0536,152.002467381225,4.176316666667,4.159322102864583,4.209271748860683,137147.722296732,103472.367128362,83052.201750047,1.0
FT0059,70.9459784235282,5.06569798583985,5.0574,5.073995971679683,1279.71256187677,2569.81808120728,2797.1712778473,1.0
FT2719,401.872622267519,13.086900000000002,13.070282999674482,13.103533935546867,40923.8832286439,33378.8702002869,32059.8950949081,1.0
FT1588,256.236730792767,2.8111773173014334,2.8111773173014334,2.8111773173014334,42530.2430002879,32653.3569087071,30547.8603308533,0.0
FT3191,496.407902350952,0.8879364013671867,0.8879364013671867,0.8879364013671867,30184.3935801047,12910.0720471605,8154.15017403499,1.0
FT2416,352.085812702319,0.919754219055175,0.919754219055175,0.919754219055175,13992.254934082,0.0,0.0,1.0
FT2995,454.209039518214,1.175854619344075,1.1511235555013015,1.2005856831868482,7559.71991531569,0.0,2680.48751256888,0.0
FT3001,455.320620843719,2.2135406494140666,2.2135406494140666,2.2135406494140666,2937.85691024079,2811.96609456296,862.790482068085,0.0
FT0675,168.951254123183,13.469266764322917,13.469266764322917,13.469266764322917,894.886883950559,1642.74325124044,3660.89568911131,0.0
FT1929,288.10600404986,6.669949849446616,6.653316666667,6.669975789388017,4742.8102600438,4375.81070237283,5443.33993023566,1.0
FT1975,293.193002014343,0.851466666667,0.8348498662312834,0.851466687520345,0.0,60724.2873494203,58499.0675971144,0.0
FT0393,132.037378451575,2.9940839131673167,2.9940839131673167,2.9940839131673167,4655.6836491771,258.764049687685,864.056117154396,0.0
FT0584,158.010774314343,0.7409428914388017,0.7409428914388017,0.7409428914388017,21000.9150846418,1867.33892670439,5448.91791369556,0.0
FT1254,228.053498852849,5.306766666667,5.306766666667,5.306766666667,2019.89958459335,1926.07984843603,338.406298841874,0.0
FT2832,425.03040348251,1.0291222254435217,0.984466666667,1.0751848856608066,7868.32976381526,2245.57308733902,1440.18229268968,1.0
FT1665,264.087826613536,4.99085744222005,4.990814208984366,4.990900675455733,4994.72949231618,3530.19605152711,3880.97809411031,1.0
FT1430,248.581540391738,0.851466687520345,0.851466687520345,0.851466687520345,2071.37800933097,5101.53732531807,7996.17396010305,0.0
FT0930,196.976049770293,9.861782836914067,9.828549194335933,9.861799999999999,84322.907185547,56994.6669751129,45246.2509954038,1.0
FT3795,684.263753143267,0.9179669316608033,0.9013505299886067,0.934583333333,12411.4198434758,10874.8175304715,10109.4911460114,1.0
FT2787,415.209558062768,0.9013505299886067,0.9013333333329999,0.9825892766316733,33426.5215452968,30740.818775512,30562.3165116968,1.0
FT0608,160.931774945973,8.365616666667,8.365616666667,8.365616666667,0.0,8786.59121501335,682.206129207901,0.0
FT3257,508.846882332995,13.103516666667,13.070282999674482,13.103533935546867,68810.6385517449,65994.0782792244,63823.9549997968,1.0
FT1811,282.033770820485,6.0382334391276,6.0382334391276,6.0382334391276,24577.9651671835,18684.0377417267,18905.4021090097,0.0
FT0434,137.940624802256,0.685216666667,0.685216666667,0.685216666667,109874.241266946,39882.0135029682,25982.209099236,0.0
FT2882,434.84314197334,13.086899833170735,13.070282999674482,13.103516666667,6738.37659975271,5475.98118596785,5689.02294403625,0.0
FT1161,220.104634803256,4.026155344645184,4.026155344645184,4.026155344645184,3379.51289205344,2824.47170749903,2617.26224437414,1.0
FT2110,311.050602549903,4.625164794921867,4.625164794921867,4.625164794921867,2821.40266751224,260.007652861532,1948.63190019503,0.0
FT4181,1305.95279947081,13.136783854166667,13.136783854166667,13.136783854166667,7040.40322192673,6906.00938758601,8242.48477505929,0.0
FT0626,162.893195008911,0.7409428914388017,0.7409428914388017,0.7409428914388017,13009.5950987359,637.560410548674,1353.85335523851,0.0
FT1338,238.078092549421,0.93555367787679,0.93555367787679,0.93555367787679,106879.494429535,69385.1525289871,59986.9257991721,1.0
FT2287,336.052138994232,5.140517171223967,5.123900000000001,5.140543619791667,79223.715379486,69169.2045197053,66525.4771560699,1.0
FT0548,153.127122097981,1.05095,1.05095,1.05095,0.0,1288.91760978699,0.0,0.0
FT2365,347.191283143626,0.818232917785645,0.818232917785645,0.818232917785645,15440.0507472467,13559.5378144474,15999.2084812546,0.0
FT1049,208.079890107416,2.2479148864746166,2.2479148864746166,2.2479148864746166,889.147932791151,2160.50341524556,1966.82606083588,0.0
FT3134,482.155011230202,4.791416931152351,4.791416931152351,4.791416931152351,3245.98636539313,1379.78101873576,772.910213173212,0.0
FT2535,368.161734436313,0.919754219055175,0.919754219055175,0.919754219055175,287094.130603468,149410.888789096,144191.828609701,1.0
FT1323,236.128660247721,1.0842185974121101,1.0842,1.166215896606445,29671.9767169487,26759.7223816708,27491.9318915082,1.0
FT4145,1081.90253870505,1.044518597920735,1.044518597920735,1.044518597920735,5101.69516042372,0.0,0.0,0.0
FT2925,442.26557351562,0.9844679514567051,0.9678333333329999,1.0598824183146167,6923.0860151859,5033.84462264102,6009.68658805694,1.0
FT2936,445.082185005517,5.772233581542967,5.772233581542967,5.772233581542967,8514.02491870878,5348.06008828876,4124.39520004295,0.0
FT2377,348.868908646442,1.0842185974121101,1.0842185974121101,1.0842185974121101,22176.0900606468,14212.6705439958,14129.9280780335,0.0
FT1418,246.947114376209,5.024150594075517,5.024150000000001,5.040725708007816,21799.9546779423,18430.5511952705,18888.5540015815,1.0
FT3969,827.399444832041,0.9678511937459316,0.9678333333329999,1.044518597920735,6204.83113274442,5109.65777344377,4733.46806967201,1.0
FT2795,417.073381924122,0.6686,0.66859753926595,0.7409428914388017,98815.4011604367,46095.7620008338,55844.9574225284,0.0
FT3491,563.336536751183,1.0343349456787116,1.0343349456787116,1.0343349456787116,865.031037368812,1479.24805760844,2423.41541660655,0.0
FT1795,280.12612383083,1.0011014302571617,1.001083333333,1.0751848856608066,37755.6739282915,35780.2584140372,35354.0591324796,1.0
FT3672,615.54705224792,0.9346008936564133,0.934583333333,1.01365966796875,37594.0987263058,31157.4677946854,36389.5753395081,1.0
FT3387,537.842154524711,13.086899833170735,13.070282999674482,13.103516666667,2803.28444511126,2304.15825748444,1158.34964751315,1.0
FT2256,331.274114519668,0.8348499331156417,0.8348498662312834,0.83485,293343.436474676,267387.492979224,263568.409664752,1.0
FT3958,822.797383427494,8.132864888509117,8.132864888509117,8.132864888509117,0.0,0.0,1484.64690879822,0.0
FT2481,361.124639804971,5.988350423177083,5.9551005045573,6.038233333332999,37389.1898384901,21472.5895821755,23244.1461146908,1.0
FT3826,699.29692076183,0.9512176513671867,0.934583333333,1.0291222254435217,14840.7429302215,11877.1102500768,12856.5967000967,1.0
FT3065,469.22719350593,0.9678511937459316,0.9678333333329999,1.0598824183146167,7028.86141013671,4729.70256637573,6095.66724906921,1.0
FT0439,138.971268076016,7.966633605957033,7.966633605957033,7.966633605957033,33657.6755685949,20018.9081085549,20165.5549923065,1.0
FT2111,311.168806192484,0.8681002298990883,0.8015994389851884,0.9512883504231766,247812.987112235,217522.87870306,222127.822542719,1.0
FT3496,564.344911650178,1.01365966796875,1.01365966796875,1.01365966796875,7034.14993995666,313.561474962199,1684.17977040905,0.0
FT4127,1039.29393902365,7.484533333333,7.4346669514974,7.5011484781901006,9347.52902914293,7876.47621511148,7480.9145998228,1.0
FT3979,833.435459097289,0.9512176513671867,0.9512176513671867,0.9512176513671867,2307.38170280011,2068.53930828185,2709.75926205785,0.0
FT3230,503.32718035147,0.9013505299886067,0.8879364013671867,0.917966666667,75619.6346681689,25582.6472161088,29268.7459680838,1.0
FT3716,636.089137721678,0.7241678237915034,0.7241678237915034,0.7241678237915034,6481.13802360808,0.0,322.89506291257,0.0
FT3487,561.486580466748,0.818232917785645,0.7849826176961266,0.919754219055175,10162.230003886,65254.2091790432,71773.8415604002,1.0
FT1384,243.062434846251,4.6085459391276,4.608310953776033,4.608549999999999,173821.820549002,168717.575403692,169879.325529225,1.0
FT3630,602.980196260363,0.618733333333,0.618733333333,0.618733333333,0.0,5004.41206578866,428.043000002862,1.0
FT3758,658.487313821176,0.76835,0.76835,0.76835,0.0,4846.19274604797,3401.69602807617,1.0
FT3965,825.309940735372,0.917966666667,0.917966666667,0.917966666667,979.86378112793,6869.17458755493,6550.19462933349,1.0
FT1624,258.908901244645,8.947466666667,8.947466666667,8.947466666667,53019.2112205028,141536.281329628,211525.997732674,0.0
FT1701,269.132158752618,0.851466666667,0.8348498662312834,0.93555367787679,97627.8958273316,7205.1744046875,90081.644281658,1.0
FT0397,133.050854415636,1.400066666667,1.400066666667,1.400066666667,32344.5420204096,37227.5322644195,36402.1045836304,1.0
FT1834,283.264425725818,5.50625,5.50625,5.50625,822376.637090775,698608.176116164,625497.818946354,0.0
FT1658,263.103870847768,1.433316666667,1.38345,1.4798208872477217,12598.626020222,454971.577227274,469651.413101355,1.0
FT3942,805.733909938979,13.086899820963534,13.05364990234375,13.120149739583333,3395.18624375861,1509.88827836684,2546.1303633499,0.0
FT0131,90.9715112641571,14.815815226236984,14.815815226236984,14.815815226236984,440942.703839089,297261.687593918,339525.465277581,0.0
FT2197,322.1312311573,1.0842,1.0675851186116534,1.1360145568847648,2575.58249398837,7406.90410400391,5501.50948516845,0.0
FT2471,360.038423284611,0.66859753926595,0.66859753926595,0.66859753926595,10183.0324358053,5044.01811426261,9132.93517614192,0.0
FT1738,273.998815454927,0.707314427693685,0.707314427693685,0.707314427693685,6185.5935118103,0.0,1717.65007984015,1.0
FT0368,130.041441890878,4.86614431559245,4.8579,4.8743886311849,6630.79625488365,8380.43203314045,6461.88156974526,0.0
